state,regional_division,population,article_title,revision_id,article_quality
Iowa,West North Central,"3,200,517","Mount Pleasant, Iowa",1177241547.0,C
Iowa,West North Central,"3,200,517","Mount Vernon, Iowa",1175070348.0,C
Iowa,West North Central,"3,200,517","Moville, Iowa",1165894688.0,C
Iowa,West North Central,"3,200,517","Murray, Iowa",1165894806.0,C
Iowa,West North Central,"3,200,517","Clarke County, Iowa",1160186917.0,C
Iowa,West North Central,"3,200,517","Muscatine, Iowa",1172972335.0,GA
Iowa,West North Central,"3,200,517","Mystic, Iowa",1158736273.0,GA
Iowa,West North Central,"3,200,517","Nashua, Iowa",1165894910.0,C
Iowa,West North Central,"3,200,517","Nemaha, Iowa",1165895031.0,C
Iowa,West North Central,"3,200,517","Neola, Iowa",1165895050.0,C
Iowa,West North Central,"3,200,517","Nevada, Iowa",1180215064.0,GA
Iowa,West North Central,"3,200,517","New Albin, Iowa",1165895112.0,C
Iowa,West North Central,"3,200,517","New Hampton, Iowa",1165895221.0,C
Iowa,West North Central,"3,200,517","New Hartford, Iowa",1165895225.0,C
Iowa,West North Central,"3,200,517","New Liberty, Iowa",1115665156.0,C
Iowa,West North Central,"3,200,517","New London, Iowa",1165895280.0,C
Iowa,West North Central,"3,200,517","New Market, Iowa",1165895303.0,C
Iowa,West North Central,"3,200,517","New Providence, Iowa",1176509983.0,C
Iowa,West North Central,"3,200,517","New Sharon, Iowa",1165895347.0,C
Iowa,West North Central,"3,200,517","New Vienna, Iowa",1165895376.0,C
Iowa,West North Central,"3,200,517","New Virginia, Iowa",1165895380.0,C
Iowa,West North Central,"3,200,517","Newell, Iowa",1165895454.0,C
Iowa,West North Central,"3,200,517","Newhall, Iowa",1165895464.0,C
Iowa,West North Central,"3,200,517","Newton, Iowa",1168450416.0,C
Iowa,West North Central,"3,200,517","Nichols, Iowa",1165895549.0,C
Iowa,West North Central,"3,200,517","Nodaway, Iowa",1165895619.0,C
Iowa,West North Central,"3,200,517","Nora Springs, Iowa",1165895662.0,C
Iowa,West North Central,"3,200,517","North Buena Vista, Iowa",1165895762.0,C
Iowa,West North Central,"3,200,517","North English, Iowa",1165895791.0,C
Iowa,West North Central,"3,200,517","North Liberty, Iowa",1178794371.0,C
Iowa,West North Central,"3,200,517","North Washington, Iowa",1165895915.0,C
Iowa,West North Central,"3,200,517","Northboro, Iowa",1165895923.0,C
Iowa,West North Central,"3,200,517","Northwood, Iowa",1165895954.0,C
Iowa,West North Central,"3,200,517","Norwalk, Iowa",1166521116.0,C
Iowa,West North Central,"3,200,517","Norway, Iowa",1165895999.0,C
Iowa,West North Central,"3,200,517","Numa, Iowa",1158736650.0,C
Iowa,West North Central,"3,200,517","Oakland, Iowa",1165896232.0,C
Iowa,West North Central,"3,200,517","Oakland Acres, Iowa",1165896214.0,Start
Iowa,West North Central,"3,200,517","Oakville, Iowa",1168835224.0,C
Iowa,West North Central,"3,200,517","Ocheyedan, Iowa",1165896309.0,C
Iowa,West North Central,"3,200,517","Odebolt, Iowa",1165896345.0,C
Iowa,West North Central,"3,200,517","Oelwein, Iowa",1165896372.0,C
Iowa,West North Central,"3,200,517","Ogden, Iowa",1146051902.0,C
Iowa,West North Central,"3,200,517","Okoboji, Iowa",1165896465.0,C
Iowa,West North Central,"3,200,517","Olds, Iowa",1165896510.0,C
Iowa,West North Central,"3,200,517","Olin, Iowa",1165896529.0,C
Iowa,West North Central,"3,200,517","Ollie, Iowa",1177869359.0,C
Iowa,West North Central,"3,200,517","Onawa, Iowa",1165896634.0,C
Iowa,West North Central,"3,200,517","Onslow, Iowa",1165896661.0,C
Iowa,West North Central,"3,200,517","Orange City, Iowa",1175688109.0,C
Iowa,West North Central,"3,200,517","Orchard, Iowa",1165896716.0,C
Iowa,West North Central,"3,200,517","Orient, Iowa",1165896748.0,C
Iowa,West North Central,"3,200,517","Orleans, Iowa",1165896764.0,C
Iowa,West North Central,"3,200,517","Osage, Iowa",1177295963.0,C
Iowa,West North Central,"3,200,517","Osceola, Iowa",1158663305.0,C
Iowa,West North Central,"3,200,517","Oskaloosa, Iowa",1174053784.0,C
Iowa,West North Central,"3,200,517","Ossian, Iowa",1165896856.0,C
Iowa,West North Central,"3,200,517","Osterdock, Iowa",1165896858.0,C
Iowa,West North Central,"3,200,517","Otho, Iowa",1165896871.0,C
Iowa,West North Central,"3,200,517","Oto, Iowa",1165896878.0,C
Iowa,West North Central,"3,200,517","Ottosen, Iowa",1165896898.0,C
Iowa,West North Central,"3,200,517","Ottumwa, Iowa",1178612341.0,C
Iowa,West North Central,"3,200,517","Owasa, Iowa",1165896925.0,C
Iowa,West North Central,"3,200,517","Oxford, Iowa",1165896967.0,C
Iowa,West North Central,"3,200,517","Oxford Junction, Iowa",1165896954.0,C
Iowa,West North Central,"3,200,517","Oyens, Iowa",1165896983.0,Start
Iowa,West North Central,"3,200,517","Pacific Junction, Iowa",1176568939.0,C
Iowa,West North Central,"3,200,517","Packwood, Iowa",1165897013.0,C
Iowa,West North Central,"3,200,517","Palmer, Iowa",1165897098.0,C
Iowa,West North Central,"3,200,517","Palo, Iowa",1165897117.0,C
Iowa,West North Central,"3,200,517","Panama, Iowa",1177829618.0,C
Iowa,West North Central,"3,200,517","Panora, Iowa",1174666105.0,C
Iowa,West North Central,"3,200,517","Panorama Park, Iowa",1115664288.0,C
Iowa,West North Central,"3,200,517","Parkersburg, Iowa",1165897253.0,C
Iowa,West North Central,"3,200,517","Parnell, Iowa",1176921577.0,C
Iowa,West North Central,"3,200,517","Paton, Iowa",1165897331.0,C
Iowa,West North Central,"3,200,517","Patterson, Iowa",1165897340.0,C
Iowa,West North Central,"3,200,517","Paullina, Iowa",1180046289.0,C
Iowa,West North Central,"3,200,517","Pella, Iowa",1172338463.0,C
Iowa,West North Central,"3,200,517","Peosta, Iowa",1165897505.0,C
Iowa,West North Central,"3,200,517","Perry, Iowa",1177802869.0,C
Iowa,West North Central,"3,200,517","Persia, Iowa",1165897648.0,C
Iowa,West North Central,"3,200,517","Peterson, Iowa",1165897689.0,C
Iowa,West North Central,"3,200,517","Pierson, Iowa",1170364115.0,GA
Iowa,West North Central,"3,200,517","Pilot Mound, Iowa",1165897824.0,C
Iowa,West North Central,"3,200,517","Pisgah, Iowa",1165897996.0,GA
Iowa,West North Central,"3,200,517","Plainfield, Iowa",1165898032.0,C
Iowa,West North Central,"3,200,517","Plano, Iowa",1165898100.0,C
Iowa,West North Central,"3,200,517","Pleasant Hill, Iowa",1172725431.0,C
Iowa,West North Central,"3,200,517","Pleasant Plain, Iowa",1165898177.0,Start
Iowa,West North Central,"3,200,517","Pleasanton, Iowa",1177684203.0,C
Iowa,West North Central,"3,200,517","Pleasantville, Iowa",1165898202.0,C
Iowa,West North Central,"3,200,517","Plover, Iowa",1165898215.0,C
Iowa,West North Central,"3,200,517","Plymouth, Iowa",1165898245.0,C
Iowa,West North Central,"3,200,517","Pocahontas, Iowa",1165898276.0,C
Iowa,West North Central,"3,200,517","Polk City, Iowa",1165898327.0,C
Iowa,West North Central,"3,200,517","Pomeroy, Iowa",1165898357.0,C
Iowa,West North Central,"3,200,517","Popejoy, Iowa",1165898405.0,C
Iowa,West North Central,"3,200,517","Portsmouth, Iowa",1165898549.0,C
Iowa,West North Central,"3,200,517","Postville, Iowa",1175385648.0,C
Iowa,West North Central,"3,200,517","Prairie City, Iowa",1165898612.0,C
Iowa,West North Central,"3,200,517","Prairieburg, Iowa",1165898636.0,C
Iowa,West North Central,"3,200,517","Prescott, Iowa",1165898691.0,GA
Iowa,West North Central,"3,200,517","Preston, Iowa",1165898728.0,C
Iowa,West North Central,"3,200,517","Primghar, Iowa",1178652426.0,C
Iowa,West North Central,"3,200,517","Princeton, Iowa",1115660897.0,C
Iowa,West North Central,"3,200,517","Promise City, Iowa",1165898833.0,C
Iowa,West North Central,"3,200,517","Protivin, Iowa",1175017924.0,C
Iowa,West North Central,"3,200,517","Pulaski, Iowa",1165898878.0,C
Iowa,West North Central,"3,200,517","Quasqueton, Iowa",1165898987.0,C
Iowa,West North Central,"3,200,517","Quimby, Iowa",1165899011.0,C
Iowa,West North Central,"3,200,517","Radcliffe, Iowa",1165899057.0,C
Iowa,West North Central,"3,200,517","Rake, Iowa",1165899073.0,C
Iowa,West North Central,"3,200,517","Ralston, Iowa",1165899108.0,C
Iowa,West North Central,"3,200,517","Randalia, Iowa",1165899130.0,Start
Iowa,West North Central,"3,200,517","Randall, Iowa",1165899134.0,C
Iowa,West North Central,"3,200,517","Randolph, Iowa",1177683303.0,C
Iowa,West North Central,"3,200,517","Rathbun, Iowa",1177078328.0,GA
Iowa,West North Central,"3,200,517","Raymond, Iowa",1165899245.0,C
Iowa,West North Central,"3,200,517","Readlyn, Iowa",1165899288.0,C
Iowa,West North Central,"3,200,517","Reasnor, Iowa",1165899292.0,C
Iowa,West North Central,"3,200,517","Red Oak, Iowa",1179968516.0,GA
Iowa,West North Central,"3,200,517","Redding, Iowa",1165899331.0,C
Iowa,West North Central,"3,200,517","Redfield, Iowa",1165899334.0,C
Iowa,West North Central,"3,200,517","Reinbeck, Iowa",1165899425.0,C
Iowa,West North Central,"3,200,517","Rembrandt, Iowa",1165899435.0,C
Iowa,West North Central,"3,200,517","Remsen, Iowa",1167787836.0,C
Iowa,West North Central,"3,200,517","Renwick, Iowa",1165899486.0,C
Iowa,West North Central,"3,200,517","Rhodes, Iowa",1165899538.0,C
Iowa,West North Central,"3,200,517","Riceville, Iowa",1165899568.0,C
Iowa,West North Central,"3,200,517","Richland, Iowa",1165899619.0,GA
Iowa,West North Central,"3,200,517","Rickardsville, Iowa",1165899683.0,C
Iowa,West North Central,"3,200,517","Ricketts, Iowa",1165899685.0,C
Iowa,West North Central,"3,200,517","Ridgeway, Iowa",1167829662.0,C
Iowa,West North Central,"3,200,517","Rinard, Iowa",1165899718.0,C
Iowa,West North Central,"3,200,517","Ringsted, Iowa",1165899728.0,C
Iowa,West North Central,"3,200,517","Rippey, Iowa",1165899769.0,GA
Iowa,West North Central,"3,200,517","Riverdale, Iowa",1135176957.0,C
Iowa,West North Central,"3,200,517","Riverside, Iowa",1174370963.0,C
Iowa,West North Central,"3,200,517","Riverton, Iowa",1177683346.0,C
Iowa,West North Central,"3,200,517","Robins, Iowa",1165899914.0,C
Iowa,West North Central,"3,200,517","Rock Falls, Iowa",1165899950.0,C
Iowa,West North Central,"3,200,517","Rock Rapids, Iowa",1165899971.0,C
Iowa,West North Central,"3,200,517","Rock Valley, Iowa",1165899973.0,C
Iowa,West North Central,"3,200,517","Rockford, Iowa",1165899978.0,C
Iowa,West North Central,"3,200,517","Rockwell, Iowa",1165900050.0,C
Iowa,West North Central,"3,200,517","Rockwell City, Iowa",1165900044.0,GA
Iowa,West North Central,"3,200,517","Rodman, Iowa",1165900069.0,C
Iowa,West North Central,"3,200,517","Rodney, Iowa",1165900077.0,C
Iowa,West North Central,"3,200,517","Roland, Iowa",1165900095.0,C
Iowa,West North Central,"3,200,517","Rolfe, Iowa",1165900100.0,C
Iowa,West North Central,"3,200,517","Rome, Iowa",1176416091.0,C
Iowa,West North Central,"3,200,517","Rose Hill, Iowa",1165900229.0,Start
Iowa,West North Central,"3,200,517","Rossie, Iowa",1165900299.0,Start
Iowa,West North Central,"3,200,517","Rowan, Iowa",1165900357.0,C
Iowa,West North Central,"3,200,517","Rowley, Iowa",1165900366.0,C
Iowa,West North Central,"3,200,517","Royal, Iowa",1165900381.0,Start
Iowa,West North Central,"3,200,517","Rudd, Iowa",1165900404.0,C
Iowa,West North Central,"3,200,517","Runnells, Iowa",1165900440.0,C
Iowa,West North Central,"3,200,517","Russell, Iowa",1165900482.0,C
Iowa,West North Central,"3,200,517","Ruthven, Iowa",1165900531.0,C
Iowa,West North Central,"3,200,517","Rutland, Iowa",1165900534.0,GA
Iowa,West North Central,"3,200,517","Ryan, Iowa",1165900549.0,C
Iowa,West North Central,"3,200,517","Sabula, Iowa",1165900573.0,C
Iowa,West North Central,"3,200,517","Sac City, Iowa",1128075277.0,GA
Iowa,West North Central,"3,200,517","Sageville, Iowa",1165900598.0,C
Iowa,West North Central,"3,200,517","Salem, Iowa",1165900624.0,GA
Iowa,West North Central,"3,200,517","Salix, Iowa",1165900652.0,C
Iowa,West North Central,"3,200,517","Sanborn, Iowa",1165900771.0,C
Iowa,West North Central,"3,200,517","Sandyville, Iowa",1176873976.0,C
Iowa,West North Central,"3,200,517","Scarville, Iowa",1165900971.0,C
Iowa,West North Central,"3,200,517","Schaller, Iowa",1165900974.0,C
Iowa,West North Central,"3,200,517","Schleswig, Iowa",1165900981.0,C
Iowa,West North Central,"3,200,517","Scranton, Iowa",1165901074.0,C
Iowa,West North Central,"3,200,517","Searsboro, Iowa",1168608374.0,Start
Iowa,West North Central,"3,200,517","Sergeant Bluff, Iowa",1172730298.0,C
Iowa,West North Central,"3,200,517","Seymour, Iowa",1178624681.0,GA
Iowa,West North Central,"3,200,517","Shambaugh, Iowa",1177683696.0,C
Iowa,West North Central,"3,200,517","Shannon City, Iowa",1165901395.0,C
Iowa,West North Central,"3,200,517","Sharpsburg, Iowa",1165901432.0,C
Iowa,West North Central,"3,200,517","Sheffield, Iowa",1165901492.0,C
Iowa,West North Central,"3,200,517","Shelby, Iowa",1165901496.0,C
Iowa,West North Central,"3,200,517","Sheldahl, Iowa",1165901527.0,C
Iowa,West North Central,"3,200,517","Sheldon, Iowa",1165901528.0,C
Iowa,West North Central,"3,200,517","Shell Rock, Iowa",1165901541.0,C
Iowa,West North Central,"3,200,517","Shellsburg, Iowa",1165901550.0,C
Iowa,West North Central,"3,200,517","Shenandoah, Iowa",1177682915.0,C
Iowa,West North Central,"3,200,517","Sherrill, Iowa",1165901588.0,C
Iowa,West North Central,"3,200,517","Shueyville, Iowa",1165901704.0,C
Iowa,West North Central,"3,200,517","Sibley, Iowa",1170862863.0,GA
Iowa,West North Central,"3,200,517","Sidney, Iowa",1165901733.0,C
Iowa,West North Central,"3,200,517","Sigourney, Iowa",1165901760.0,C
Iowa,West North Central,"3,200,517","Silver City, Iowa",1165901796.0,C
Iowa,West North Central,"3,200,517","Sioux Center, Iowa",1175849820.0,C
Iowa,West North Central,"3,200,517","Sioux City, Iowa",1180395792.0,C
Iowa,West North Central,"3,200,517","Sioux Rapids, Iowa",1170712074.0,C
Iowa,West North Central,"3,200,517","Slater, Iowa",1155557029.0,C
Iowa,West North Central,"3,200,517","Sloan, Iowa",1165901936.0,C
Iowa,West North Central,"3,200,517","Smithland, Iowa",1165901976.0,C
Iowa,West North Central,"3,200,517","Soldier, Iowa",1165902044.0,C
Iowa,West North Central,"3,200,517","Solon, Iowa",1165902054.0,C
Iowa,West North Central,"3,200,517","Somers, Iowa",1165902067.0,C
Iowa,West North Central,"3,200,517","South English, Iowa",1165902183.0,GA
Iowa,West North Central,"3,200,517","Spencer, Iowa",1178254849.0,GA
Iowa,West North Central,"3,200,517","Spillville, Iowa",1165902412.0,C
Iowa,West North Central,"3,200,517","Spirit Lake, Iowa",1165902417.0,C
Iowa,West North Central,"3,200,517","Spragueville, Iowa",1165902638.0,C
Iowa,West North Central,"3,200,517","Spring Hill, Iowa",1165902674.0,C
Iowa,West North Central,"3,200,517","Springbrook, Iowa",1165902711.0,C
Iowa,West North Central,"3,200,517","Springville, Iowa",1165902754.0,C
Iowa,West North Central,"3,200,517","St. Ansgar, Iowa",1165902795.0,C
Iowa,West North Central,"3,200,517","St. Anthony, Iowa",1165902799.0,C
Iowa,West North Central,"3,200,517","St. Charles, Iowa",1165902822.0,C
Iowa,West North Central,"3,200,517","St. Donatus, Iowa",1176593404.0,C
Iowa,West North Central,"3,200,517","St. Lucas, Iowa",1165902911.0,C
Iowa,West North Central,"3,200,517","St. Marys, Iowa",1165902937.0,C
Iowa,West North Central,"3,200,517","St. Olaf, Iowa",1174966865.0,C
Iowa,West North Central,"3,200,517","St. Paul, Iowa",1165902957.0,C
Iowa,West North Central,"3,200,517","Stacyville, Iowa",1165902998.0,C
Iowa,West North Central,"3,200,517","Stanhope, Iowa",1165903024.0,C
Iowa,West North Central,"3,200,517","Stanley, Iowa",1165903028.0,Start
Iowa,West North Central,"3,200,517","Stanton, Iowa",1165903039.0,C
Iowa,West North Central,"3,200,517","Stanwood, Iowa",1165903051.0,C
Iowa,West North Central,"3,200,517","State Center, Iowa",1165903079.0,C
Iowa,West North Central,"3,200,517","Steamboat Rock, Iowa",1176509984.0,C
Iowa,West North Central,"3,200,517","Stockport, Iowa",1165903203.0,GA
Iowa,West North Central,"3,200,517","Stockton, Iowa",1165903210.0,C
Iowa,West North Central,"3,200,517","Storm Lake, Iowa",1173446059.0,C
Iowa,West North Central,"3,200,517","Story City, Iowa",1165903231.0,C
Iowa,West North Central,"3,200,517","Stout, Iowa",1178489289.0,C
Iowa,West North Central,"3,200,517","Stratford, Iowa",1165903277.0,C
Iowa,West North Central,"3,200,517","Strawberry Point, Iowa",1165903293.0,C
Iowa,West North Central,"3,200,517","Struble, Iowa",1165903318.0,C
Iowa,West North Central,"3,200,517","Stuart, Iowa",1165903329.0,C
Iowa,West North Central,"3,200,517","Sully, Iowa",1173555249.0,C
Iowa,West North Central,"3,200,517","Sumner, Iowa",1165903428.0,C
Iowa,West North Central,"3,200,517","Superior, Iowa",1165903491.0,C
Iowa,West North Central,"3,200,517","Sutherland, Iowa",1165917876.0,C
Iowa,West North Central,"3,200,517","Swaledale, Iowa",1165903531.0,C
Iowa,West North Central,"3,200,517","Swan, Iowa",1165903536.0,C
Iowa,West North Central,"3,200,517","Swea City, Iowa",1165903541.0,C
Iowa,West North Central,"3,200,517","Swisher, Iowa",1169898844.0,C
Iowa,West North Central,"3,200,517","Tabor, Iowa",1165903615.0,C
Iowa,West North Central,"3,200,517","Tama, Iowa",1165903671.0,C
Iowa,West North Central,"3,200,517","Templeton, Iowa",1166963544.0,C
Iowa,West North Central,"3,200,517","Tennant, Iowa",1165903913.0,GA
Iowa,West North Central,"3,200,517","Terril, Iowa",1165903963.0,C
Iowa,West North Central,"3,200,517","Thayer, Iowa",1165903992.0,Start
Iowa,West North Central,"3,200,517","Thompson, Iowa",1174052193.0,C
Iowa,West North Central,"3,200,517","Thor, Iowa",1165904073.0,GA
Iowa,West North Central,"3,200,517","Thornburg, Iowa",1169234888.0,C
Iowa,West North Central,"3,200,517","Thornton, Iowa",1165904103.0,C
Iowa,West North Central,"3,200,517","Thurman, Iowa",1165904118.0,GA
Iowa,West North Central,"3,200,517","Tiffin, Iowa",1165904402.0,C
Iowa,West North Central,"3,200,517","Tingley, Iowa",1165904452.0,C
Iowa,West North Central,"3,200,517","Tipton, Iowa",1165904485.0,C
Iowa,West North Central,"3,200,517","Titonka, Iowa",1165904513.0,C
Iowa,West North Central,"3,200,517","Toledo, Iowa",1165904550.0,C
Iowa,West North Central,"3,200,517","Toronto, Iowa",1165904706.0,C
Iowa,West North Central,"3,200,517","Traer, Iowa",1165904785.0,C
Iowa,West North Central,"3,200,517","Treynor, Iowa",1165904840.0,C
Iowa,West North Central,"3,200,517","Tripoli, Iowa",1161273323.0,GA
Iowa,West North Central,"3,200,517","Truesdale, Iowa",1165904926.0,C
Iowa,West North Central,"3,200,517","Truro, Iowa",1165904948.0,C
Iowa,West North Central,"3,200,517","Turin, Iowa",1165904996.0,C
Iowa,West North Central,"3,200,517","Udell, Iowa",1165905094.0,C
Iowa,West North Central,"3,200,517","Underwood, Iowa",1165905151.0,GA
Iowa,West North Central,"3,200,517","Union, Iowa",1165905219.0,C
Iowa,West North Central,"3,200,517","Unionville, Iowa",1176344089.0,C
Iowa,West North Central,"3,200,517","University Heights, Iowa",1165905258.0,GA
Iowa,West North Central,"3,200,517","University Park, Iowa",1165905265.0,C
Iowa,West North Central,"3,200,517","Urbana, Iowa",1165905307.0,C
Iowa,West North Central,"3,200,517","Urbandale, Iowa",1172719626.0,C
Iowa,West North Central,"3,200,517","Ute, Iowa",1165905939.0,C
Iowa,West North Central,"3,200,517","Vail, Iowa",1165905957.0,C
Iowa,West North Central,"3,200,517","Valeria, Iowa",1165905969.0,C
Iowa,West North Central,"3,200,517","Van Horne, Iowa",1165906031.0,C
Iowa,West North Central,"3,200,517","Van Meter, Iowa",1165906038.0,C
Iowa,West North Central,"3,200,517","Van Wert, Iowa",1165906049.0,C
Iowa,West North Central,"3,200,517","Varina, Iowa",1165906081.0,C
Iowa,West North Central,"3,200,517","Ventura, Iowa",1165906111.0,C
Iowa,West North Central,"3,200,517","Victor, Iowa",1165906210.0,C
Iowa,West North Central,"3,200,517","Villisca, Iowa",1158263605.0,C
Iowa,West North Central,"3,200,517","Vincent, Iowa",1165906279.0,C
Iowa,West North Central,"3,200,517","Vining, Iowa",1165906285.0,C
Iowa,West North Central,"3,200,517","Vinton, Iowa",1176475705.0,GA
Iowa,West North Central,"3,200,517","Volga, Iowa",1165906328.0,C
Iowa,West North Central,"3,200,517","Wadena, Iowa",1165906372.0,C
Iowa,West North Central,"3,200,517","Wahpeton, Iowa",1165906397.0,C
Iowa,West North Central,"3,200,517","Walcott, Iowa",1165906413.0,C
Iowa,West North Central,"3,200,517","Walford, Iowa",1165906447.0,C
Iowa,West North Central,"3,200,517","Walker, Iowa",1165906471.0,C
Iowa,West North Central,"3,200,517","Wall Lake, Iowa",1165906492.0,C
Iowa,West North Central,"3,200,517","Wallingford, Iowa",1165906503.0,C
Iowa,West North Central,"3,200,517","Walnut, Iowa",1165906519.0,GA
Iowa,West North Central,"3,200,517","Wapello, Iowa",1165906580.0,C
Iowa,West North Central,"3,200,517","Washington, Iowa",1171931389.0,C
Iowa,West North Central,"3,200,517","Washta, Iowa",1165906738.0,C
Iowa,West North Central,"3,200,517","Waterloo, Iowa",1179869674.0,GA
Iowa,West North Central,"3,200,517","Waterville, Iowa",1175424318.0,C
Iowa,West North Central,"3,200,517","Waucoma, Iowa",1165906819.0,C
Iowa,West North Central,"3,200,517","Waukee, Iowa",1166519748.0,C
Iowa,West North Central,"3,200,517","Waukon, Iowa",1165906823.0,GA
Iowa,West North Central,"3,200,517","Waverly, Iowa",1177229501.0,C
Iowa,West North Central,"3,200,517","Wayland, Iowa",1165906889.0,C
Iowa,West North Central,"3,200,517","Webb, Iowa",1165906940.0,C
Iowa,West North Central,"3,200,517","Webster, Iowa",1165906956.0,Start
Iowa,West North Central,"3,200,517","Webster City, Iowa",1177296246.0,C
Iowa,West North Central,"3,200,517","Weldon, Iowa",1165907016.0,C
Iowa,West North Central,"3,200,517","Wellman, Iowa",1165907033.0,C
Iowa,West North Central,"3,200,517","Wellsburg, Iowa",1165907048.0,C
Iowa,West North Central,"3,200,517","Welton, Iowa",1165907062.0,C
Iowa,West North Central,"3,200,517","Wesley, Iowa",1165907073.0,C
Iowa,West North Central,"3,200,517","West Bend, Iowa",1165907091.0,C
Iowa,West North Central,"3,200,517","West Branch, Iowa",1170747117.0,C
Iowa,West North Central,"3,200,517","West Burlington, Iowa",1177290767.0,C
Iowa,West North Central,"3,200,517","West Chester, Iowa",1165907116.0,C
Iowa,West North Central,"3,200,517","West Des Moines, Iowa",1179869146.0,C
Iowa,West North Central,"3,200,517","West Liberty, Iowa",1165907174.0,C
Iowa,West North Central,"3,200,517","West Okoboji, Iowa",1165907196.0,C
Iowa,West North Central,"3,200,517","West Point, Iowa",1165907211.0,C
Iowa,West North Central,"3,200,517","West Union, Iowa",1179645217.0,C
Iowa,West North Central,"3,200,517","Westfield, Iowa",1165907273.0,C
Iowa,West North Central,"3,200,517","Westgate, Iowa",1165907280.0,C
Iowa,West North Central,"3,200,517","Westphalia, Iowa",1177831524.0,C
Iowa,West North Central,"3,200,517","Westside, Iowa",1165907344.0,C
Iowa,West North Central,"3,200,517","Westwood, Iowa",1165907354.0,Start
Iowa,West North Central,"3,200,517","What Cheer, Iowa",1165907386.0,GA
Iowa,West North Central,"3,200,517","Wheatland, Iowa",1165907399.0,C
Iowa,West North Central,"3,200,517","Whiting, Iowa",1165907555.0,C
Iowa,West North Central,"3,200,517","Whittemore, Iowa",1165907565.0,C
Iowa,West North Central,"3,200,517","Whitten, Iowa",1165907569.0,C
Iowa,West North Central,"3,200,517","Willey, Iowa",1165907672.0,Start
Iowa,West North Central,"3,200,517","Williams, Iowa",1166205541.0,C
Iowa,West North Central,"3,200,517","Williamsburg, Iowa",1165907712.0,C
Iowa,West North Central,"3,200,517","Williamson, Iowa",1165907736.0,C
Iowa,West North Central,"3,200,517","Wilton, Iowa",1179572619.0,C
Iowa,West North Central,"3,200,517","Windsor Heights, Iowa",1178593538.0,C
Iowa,West North Central,"3,200,517","Winfield, Iowa",1165908006.0,GA
Iowa,West North Central,"3,200,517","Winterset, Iowa",1177699843.0,C
Iowa,West North Central,"3,200,517","Winthrop, Iowa",1165908161.0,C
Iowa,West North Central,"3,200,517","Wiota, Iowa",1165908171.0,C
Iowa,West North Central,"3,200,517","Woden, Iowa",1165908222.0,C
Iowa,West North Central,"3,200,517","Woodbine, Iowa",1165908307.0,C
Iowa,West North Central,"3,200,517","Woodburn, Iowa",1165908329.0,C
Iowa,West North Central,"3,200,517","Woodward, Iowa",1165908462.0,C
Iowa,West North Central,"3,200,517","Woolstock, Iowa",1157981895.0,C
Iowa,West North Central,"3,200,517","Worthington, Iowa",1165908498.0,C
Iowa,West North Central,"3,200,517","Wyoming, Iowa",1165908563.0,C
Iowa,West North Central,"3,200,517","Yale, Iowa",1165908606.0,C
Iowa,West North Central,"3,200,517","Yetter, Iowa",1165908624.0,C
Iowa,West North Central,"3,200,517","Yorktown, Iowa",1177683758.0,C
Iowa,West North Central,"3,200,517","Zearing, Iowa",1176797733.0,C
Iowa,West North Central,"3,200,517","Zwingle, Iowa",1171169323.0,C
Kansas,West North Central,"2,937,150","Wichita, Kansas",1180417171.0,
Kansas,West North Central,"2,937,150","Overland Park, Kansas",1176652573.0,B
Kansas,West North Central,"2,937,150","Kansas City, Kansas",1179424676.0,B
Kansas,West North Central,"2,937,150","Olathe, Kansas",1177738919.0,C
Kansas,West North Central,"2,937,150","Topeka, Kansas",1180371149.0,GA
Kansas,West North Central,"2,937,150","Lawrence, Kansas",1180053803.0,FA
Kansas,West North Central,"2,937,150","Shawnee, Kansas",1175259792.0,GA
Kansas,West North Central,"2,937,150","Lenexa, Kansas",1174473888.0,C
Kansas,West North Central,"2,937,150","Manhattan, Kansas",1176153263.0,B
Kansas,West North Central,"2,937,150","Salina, Kansas",1178005850.0,B
Kansas,West North Central,"2,937,150","Hutchinson, Kansas",1178077645.0,B
Kansas,West North Central,"2,937,150","Leavenworth, Kansas",1174821802.0,B
Kansas,West North Central,"2,937,150","Leawood, Kansas",1170360990.0,C
Kansas,West North Central,"2,937,150","Garden City, Kansas",1176933312.0,GA
Kansas,West North Central,"2,937,150","Dodge City, Kansas",1179944838.0,B
Kansas,West North Central,"2,937,150","Derby, Kansas",1175832285.0,C
Kansas,West North Central,"2,937,150","Emporia, Kansas",1176563688.0,B
Kansas,West North Central,"2,937,150","Gardner, Kansas",1176661405.0,C
Kansas,West North Central,"2,937,150","Prairie Village, Kansas",1180372058.0,C
Kansas,West North Central,"2,937,150","Junction City, Kansas",1174563795.0,C
Kansas,West North Central,"2,937,150","Hays, Kansas",1176577001.0,GA
Kansas,West North Central,"2,937,150","Pittsburg, Kansas",1176445749.0,C
Kansas,West North Central,"2,937,150","Liberal, Kansas",1174800143.0,GA
Kansas,West North Central,"2,937,150","Newton, Kansas",1176184457.0,C
Kansas,West North Central,"2,937,150","Andover, Kansas",1176026687.0,C
Kansas,West North Central,"2,937,150","Great Bend, Kansas",1175389119.0,B
Kansas,West North Central,"2,937,150","McPherson, Kansas",1176214308.0,C
Kansas,West North Central,"2,937,150","El Dorado, Kansas",1176173389.0,C
