lastrevid,prediction
1165907616,Start
1165907997,Start
1165908352,Start
1165908395,Start
1165908494,C
1165564689,GA
1172193450,GA
1177695240,C
1170755909,C
1176543731,C
1176101969,Start
1176102343,C
1176118631,C
1176119296,C
1176245554,C
1176245726,C
1169441165,C
1176246038,GA
1179578435,GA
1176272003,Start
1178768277,GA
1169440917,C
1165897200,C
1176318869,Start
1176321023,C
1176319379,Start
1165750109,C
1165897963,GA
1171521320,C
1165750151,C
1176540075,C
1165683435,C
1177552863,C
1165630679,C
1169294118,C
1165536243,C
1174126104,C
1173979887,GA
1173981303,GA
1165644999,Start
1165906068,C
1170225918,GA
1165750698,C
1165903020,C
1165538453,C
1165748423,C
1178929929,C
1165901978,C
1171182425,C
1157155186,Start
1165890058,C
1165900507,C
1179890720,C
1165752427,GA
1178782473,C
1165899653,C
1159099471,C
1153013058,GA
1176653176,C
1165891357,C
1165899275,C
1165535725,GA
1165749200,GA
1167729346,C
1165906605,C
1165647097,C
1178010141,B
1165900899,C
1180043287,B
1165537945,C
1165750948,C
1169533105,GA
1165900582,GA
1165536850,C
1165647926,Start
1165747433,C
1165546357,C
1165749301,C
1165647868,C
1176372504,GA
1165747631,GA
1165904624,C
1165538028,C
1165751144,C
1165894592,C
1165907177,C
1165536948,C
1165538870,GA
1165647180,C
1177506808,C
1165898600,C
1165902149,C
1176504611,C
1177395884,C
1165746592,C
1165895234,C
1165538330,C
1165508903,C
1169533317,C
1165747074,Start
1176471269,GA
1169375901,Start
1169533386,C
1180202793,C
1165748267,C
1165752488,C
1165896714,Start
1165897710,C
1165899829,Start
1176441999,C
1165894008,Start
1165896946,C
1165536652,C
1165537815,C
1169220004,C
1165537525,C
1180184242,C
1165906198,GA
1167303821,C
1176369869,C
1179806435,GA
1174498057,C
1176323019,C
1179887056,C
1165900994,C
1176542710,C
1165894563,GA
1165559659,C
1165891132,C
1165894603,GA
1170216031,C
1174210636,GA
1174045466,C
1165900480,GA
1177545711,C
1172923984,B
1177528033,C
1177596638,GA
1171109040,GA
1172117184,C
1165903767,C
1169840393,C
1165650473,C
1165748941,C
1165904815,Stub
1175637300,C
1165508953,C
1165893580,C
1165894283,C
1165903344,C
1165905241,C
1165906863,Start
1178375917,C
1165896236,C
1165898224,Start
1171776119,C
1165908333,C
1165891743,C
1168233252,C
1179844072,C
1176310985,C
1173680403,C
1165646955,C
1165898862,GA
1165901148,C
1165901925,Start
1165907388,Start
1177257929,C
1165538126,C
1176552207,GA
1169933317,C
1171248327,C
1177440778,C
1166996453,C
1130530956,C
1168615518,C
1167347377,Start
1177329739,C
1175153796,C
1169641235,C
1165896207,C
1166210088,C
1167504454,Start
1177327390,C
1174321242,C
1169640662,Start
1171061527,C
1177849466,C
1180035168,C
1166067937,C
1167136385,C
1166206790,C
1173736334,C
1167346919,C
1167496865,Start
1177011434,C
1166207573,Start
1116690713,C
1166609828,C
1166635802,Start
1166692425,C
1166069248,C
1167315269,C
1167323432,Start
1166213779,Start
1177334150,GA
1167667049,C
1166015437,C
1180364262,B
1166180709,C
1174849396,C
1166606342,C
1167048545,C
1167020840,C
1167545055,GA
1168296601,C
1167176803,C
1167346653,C
1166210260,C
1167508169,Start
1167723943,C
1168034859,GA
1167544980,C
1179647706,B
1173474516,C
1179094267,C
1173481706,C
1166696356,C
1166018483,C
1147839007,C
1167133821,GA
1177011312,C
1167671927,C
1166486386,C
1169479366,GA
1177874509,GA
1167318403,Start
1166018102,C
1173732406,C
1166229884,Start
1165906232,C
1167126282,C
1166182170,C
1164588839,GA
1167321633,C
1177790877,C
1167674727,C
1167677241,C
1153652905,C
1177325898,GA
1177385622,GA
1166844516,C
1166018258,C
1177524151,C
1167412111,Start
1177484836,C
1167842670,Start
1172723538,C
1168846195,C
1174430807,C
1167686186,Start
1165906273,GA
1166534432,C
1167020680,C
1165908055,C
1166334171,C
1169505958,C
1168276362,C
1167020229,C
1174301443,C
1166229178,C
1177243911,C
1178254773,C
1177467016,GA
1170056448,C
1177326486,GA
1167641372,C
1177263230,GA
1177388324,C
1166017698,Start
1166990830,Start
1166067799,C
1167154154,C
1177981850,C
1167410770,C
1167502007,C
1175603581,Start
1167014590,C
1178454311,GA
1169194506,C
1169920111,Start
1177345316,FA
1173511919,GA
1179094275,C
1177319450,GA
1177322149,C
1178526041,GA
1167437037,C
1174430777,C
1166331962,Start
1177398020,C
1179039907,GA
1177270263,C
1177390131,GA
1169639580,C
1166206227,GA
1176703275,GA
1175649536,C
1166067080,C
1165748370,C
1178945252,B
1168566394,C
1166332187,C
1175483926,C
1177266615,GA
1169668559,C
1167290259,Start
1166206187,C
1167498676,Start
1179669627,C
1180168644,GA
1166850638,C
1167347732,C
1167505854,C
1165903666,GA
1174914242,C
1179203615,C
1166756659,C
1179725764,C
1167412853,B
1166485921,C
1166017129,C
1166696149,Start
1167125329,C
1177338751,C
1174174632,C
1167499566,Start
1167500805,Start
1167507181,C
1177414315,GA
1166229871,Start
1166330459,C
1178190602,C
1166068431,C
1166206204,C
1169682567,C
1178583815,C
1180272465,C
1175484005,C
1166017739,C
1167016236,C
1175484085,Start
1166205679,C
1167341057,C
1169268624,C
1169640383,C
1174981645,C
1166992357,Start
1167130218,Start
1167335727,C
1177535112,C
1167334017,C
1171850729,Start
1166758086,Start
1167146612,C
1167015778,Start
1166206800,C
1167409995,Start
1167497057,C
1180123879,C
1178750788,C
1169668424,Start
1177329824,GA
1177243940,C
1166690157,C
1166069675,C
1166182630,GA
1166205810,Start
1177794115,C
1176095629,C
1167456825,Start
1166229223,C
1166330897,C
1176021384,GA
1169104333,C
1177303848,Start
1177244385,C
1177293878,C
1166014968,C
1178569837,C
1177366223,C
1179263876,C
1165897345,C
1171693285,C
1177293706,GA
1167015966,C
1177247546,C
1177390021,GA
1177397246,C
1177405020,C
1167679626,C
1176883272,C
1177402407,C
1176872506,GA
1169479432,C
1177248132,C
1177011398,Start
1167680983,C
1167682838,Start
1179251942,C
1179252540,GA
1179252695,GA
1178321605,C
1177011754,C
1166068085,C
1167317412,Start
1166206915,C
1167675447,Start
1178840199,C
1177309328,C
1166180188,C
1177305705,C
1169640565,C
1166483451,C
1166181402,GA
1172703851,C
1169418964,C
1169724568,C
1167672449,C
1166483748,C
1178228162,GA
1167742341,Start
1166018925,C
1166066215,Start
1166851918,GA
1166854021,GA
1167002201,C
1167135335,C
1172247662,Start
1149486700,Start
1167671742,C
1166231302,C
1177793983,C
1178707473,GA
1169417949,Start
1177413805,GA
1154798181,Start
1167016347,C
1167290180,Start
1166209956,C
1167496387,Start
1179368839,C
1173106916,GA
1173070975,Start
1173070937,C
1173070906,Start
1175903791,C
1176701303,C
1166067164,C
1166179969,C
1168616311,C
1178167795,B
1166206075,C
1166206179,C
1166208066,C
1166229160,GA
1166230548,C
1166331758,C
1166332385,C
1164604474,C
1165909945,GA
1166014624,GA
1174508941,C
1174509111,C
1175503554,C
1175601537,Start
1174509669,Start
1174509749,Start
1114983838,Start
1178265181,Start
1174510207,Start
1174510216,C
1166067301,GA
1177094767,C
1132675697,Start
1177198643,Start
1174510625,Start
1174510675,Start
1175362182,Start
1174412908,Start
1174510793,Start
1174510890,C
1166181751,Start
1174511195,Start
1174511213,C
1174511265,C
1166206838,Start
1174511358,C
1166207156,Start
1166207546,Start
1166208357,C
1176357915,Start
1174511604,Start
1172710727,Start
1166209205,Start
1166209341,C
1166209999,Start
1166210607,Start
1114982458,Start
1166229259,C
1174313212,C
1174511919,Start
1166231209,Start
1166231475,C
1179405863,C
1166330135,Start
1174511931,Start
1166330516,C
1166332306,Start
1166332428,Start
1166332658,C
1166333252,Start
1166333287,C
1166333331,Start
1174512194,Start
1176707645,C
1172706879,C
1166017394,C
1166066239,C
1168616013,C
1179343555,C
1166069776,C
1178425891,C
1166180576,GA
1160433946,C
1166208902,C
1166209098,C
1177193226,C
1174511885,C
1166229632,C
1160695870,C
1179922799,C
1166330280,C
1175133681,C
1166333915,C
1174508681,C
1174509456,Start
1174509542,C
1166017837,Start
1178264810,Start
1178265379,Start
1174510423,C
1174510928,Start
1176339097,GA
1174511039,C
1166636225,C
1166209346,Start
1166211252,C
1174511952,Start
1174512083,C
1166331179,C
1166332985,GA
1174508467,C
1174508655,Start
1178507123,C
1166928437,C
1166017420,C
1166019043,Start
1166066540,C
1168734367,GA
1174510338,C
1165844989,C
1166068638,C
1174510526,C
1178367472,C
1166069785,Start
1166180401,C
1166205469,C
1178565671,C
1166208712,C
1166210643,Start
1166210705,Start
1166210757,Start
1166211155,Start
1166230934,C
1166231548,Start
1166329869,C
1166330594,C
1166330764,C
1166330926,C
1168617910,C
1166331586,C
1155712214,C
1166332498,Start
1166334133,C
1165909611,C
1179493769,C
1178752016,Start
1166017723,C
1179295350,C
1174510465,C
1172664106,C
1175892685,C
1166206119,C
1157719731,C
1177051303,C
1166208782,C
1166229013,C
1166229650,C
1166230239,C
1166231311,C
1157661972,C
1166332191,Start
1165906773,GA
1172756766,C
1166333083,Start
1166333944,C
1175304114,C
1166066258,C
1167072942,C
1166181363,C
1177218916,GA
1144268047,GA
1158969812,GA
1166210805,C
1177872063,GA
1167548155,C
1166329811,C
1177292710,GA
1166331901,C
1166332231,C
1166332598,GA
1175258575,C
1174508448,C
1171733474,C
1166016226,C
1170895430,C
1166066337,C
1174510182,C
1171733751,C
1166181954,C
1177849510,GA
1168422298,C
1157526650,C
1166231527,Start
1175632840,C
1171733698,C
1169915427,C
1178670847,C
1175379508,C
1177210335,C
1174681280,C
1174509366,C
1174509438,C
1166066714,C
1174510610,C
1174510655,C
1166180443,C
1174510749,Start
1174510767,C
1174510851,C
1174511232,GA
1166209554,C
1174511818,C
1177386730,C
1166211213,C
1166229274,C
1166230343,C
1166330535,Start
1166330615,Start
1166330836,C
1161676227,C
1166331948,Start
1166332741,C
1174325605,GA
1166334366,C
1176947176,Start
1179875193,GA
1174509028,C
1166016143,Start
1165537004,GA
1174509336,C
1166017291,C
1174509508,Start
1174509761,C
1175424576,Start
1174509845,Start
1174510003,C
1166018827,C
1174510167,C
1166067447,C
1174510361,Start
1166067717,GA
1174510390,C
1174510442,C
1174510575,C
1156530098,Start
1166179958,Start
1166180906,C
1166181187,Start
1166181491,C
1166182207,Start
1174511104,C
1174511152,Start
1175069100,Start
1166205846,C
1174511240,Start
1174511413,C
1174511444,Start
1174511465,C
1166208686,C
1166209440,Start
1175660131,C
1166210676,C
1166210998,C
1166211016,C
1175362256,Start
1156217550,Start
1175060251,Start
1166330260,Start
1166330462,Start
1166332085,C
1156217256,Start
1166334099,Start
1166334406,Start
1171169435,Start
1178363376,Start
1174509018,Start
1177501989,C
1174511082,C
1174511115,Start
1166207424,C
1166208215,C
1166210967,C
1176911643,C
1166230912,Start
1166231248,Start
1166333001,Start
1166333724,Start
1157845402,C
1177124130,C
1174509001,C
1166016065,C
1132676255,C
1166211266,C
1166333056,C
1157812427,C
1166014679,C
1174509205,Start
1174509381,Start
1174509407,Start
1157073815,GA
1180073325,Start
1174510122,Start
1174510146,Start
1166067680,GA
1174510722,C
1178266072,Start
1179546053,C
1166207516,Start
1166208534,Start
1166208625,C
1166209298,C
1166210883,Start
1154903805,Start
1166229971,Start
1166231444,C
1166231511,C
1166330377,C
1154903880,Start
1174512169,Start
1178344859,C
1166015358,Start
1174509239,Start
1174509357,Start
1174510487,C
1174510512,C
1170788712,C
1174510984,C
1166182593,C
1175161460,C
1174304798,C
1166208196,Start
1174073228,C
1174511597,C
1166209842,GA
1169601520,C
1166229461,C
1166230904,C
1166330521,C
1166330970,C
1175294337,Start
1166331659,Start
1166332376,C
1168360008,C
1170293819,Start
1174508713,C
1116692491,Start
1166015178,Start
1178364704,Start
1174509782,Start
1174509807,C
1174509914,C
1174509903,C
1174509958,Start
1174510039,Start
1174510065,C
1155334199,Start
1174510114,Start
1166066723,Start
1174510316,Start
1177290475,C
1175405392,C
1166180553,C
1174511009,C
1178147038,C
1169072997,C
1166206614,C
1174511381,Start
1174511457,Start
1166207791,C
1166209815,Start
1166211130,C
1166211184,C
1166229430,Start
1166230069,C
1166230262,Start
1166330469,C
1166331099,Start
1166331484,Start
1166332044,C
1166332327,Start
1166333046,Start
1166333603,Start
1166333617,Start
1175249481,C
1159978367,C
1167582262,C
1179427727,GA
1164575992,GA
1166018855,C
1166066490,C
1166059780,C
1173831578,C
1166205662,C
1159786017,C
1166205960,C
1166498355,C
1166209495,C
1177239007,C
1174511862,C
1176982087,GA
1166231090,C
1159684967,C
1159673721,C
1170560725,C
1178874659,C
1166015089,C
1176047370,C
1172881018,C
1174006432,C
1177868908,C
1174007337,C
1174007776,C
1172676106,GA
1177290612,C
1174548981,C
1176048332,C
1177331960,C
1166069527,C
1166180008,C
1173598574,C
1166181067,C
1166207148,C
1166229399,C
1176048202,C
1180226740,GA
1174396563,C
1174540961,C
1178357903,C
1174397321,C
1162192876,GA
1175116047,C
1175113887,C
1175114139,C
1175114481,GA
1175115788,C
1175116627,C
1175118370,GA
1175119527,C
1175938183,C
1175823006,C
1176116720,GA
1166016513,GA
1176867307,C
1127780277,GA
1166067270,C
1166067554,C
1166068950,Start
1175821187,C
1166230918,Start
1166332200,C
1173483703,C
1174898043,C
1173485862,C
1173492338,C
1173539418,C
1173554114,C
1172874327,C
1173542580,GA
1173543810,GA
1173553863,GA
1174061619,C
1166066563,C
1174064925,C
1174066669,C
1172878068,C
1174067641,C
1166208800,C
1179995481,C
1178701279,C
1175891101,C
1176012194,C
1176012599,C
1166230084,GA
1175120443,C
1168572899,FA
1150646129,C
1158824902,C
1166017856,GA
1172765840,GA
1177154188,C
1172907864,C
1150461688,C
1167410585,GA
1178822473,GA
1172844192,C
1166332661,FA
1174550269,GA
1174550692,C
1179288918,C
1174551405,GA
1174552174,C
1175088196,C
1174553553,GA
1178330631,GA
1174554378,C
1166067196,GA
1179819238,GA
1174846191,C
1178979251,C
1174847911,GA
1173397524,B
1177455555,GA
1174848542,C
1175638671,GA
1174849330,GA
1174848872,GA
1174849482,C
1174849652,GA
1174849829,B
1177481407,GA
1174944936,C
1175087298,C
1175089613,C
1175091201,GA
1175095187,C
1175092729,C
1175094526,C
1175851221,B
1177838385,C
1175824909,C
1176478033,GA
1175826120,C
1179964939,C
1180197452,C
1177110701,C
1173623069,GA
1165907585,Start
1178879016,C
1173626203,C
1175206697,C
1173630178,C
1173634675,GA
1175097249,C
1175097786,C
1166180820,C
1175098558,C
1166229016,Start
1179210206,GA
1166231136,C
1166333678,Start
1178830280,GA
1177858097,GA
1175858746,GA
1177859736,C
1166508337,C
1174054690,B
1176134740,C
1176640737,C
1177420090,FA
1174667365,C
1161186388,C
1166017775,C
1174673937,C
1132494463,C
1166067515,C
1174683020,C
1166180407,C
1166181113,C
1166205523,C
1166208264,C
1170061058,C
1166209011,GA
1166209264,C
1172623886,C
1176925078,C
1174723749,C
1177781423,B
1166229845,C
1169352476,C
1166230760,C
1177393597,C
1178477770,B
1166815301,GA
1166332702,C
1166333189,C
1166333949,C
1170177008,GA
1170842751,C
1175886218,C
1172987370,GA
1169350309,GA
1178070516,C
1169442815,C
1179277288,B
1179452951,B
1177597155,GA
1180331685,B
1177245130,B
1166229640,C
1174053638,C
1169690209,C
1179647186,C
1177476323,B
1170176432,C
1173995408,GA
1178675089,C
1180115464,C
1166069631,C
1166209924,FA
1172125304,C
1174583314,C
1179124550,B
1166673816,C
1179710244,B
1170251512,C
1179715406,C
1178516564,C
1179792716,B
1178793327,B
1177992255,C
1174201489,C
1171227261,C
1175889829,C
1170766799,C
1172837565,B
1177505914,GA
1175283526,C
1180090354,B
1177239958,C
1175557108,GA
1177523033,GA
1179513271,C
1166016658,C
1174673247,C
1174674581,C
1175485812,C
1177414099,GA
1176918417,C
1178974129,C
1174707560,C
1166180805,C
1173863328,C
1179513284,C
1172908895,C
1166219749,C
1174054982,C
1166230328,C
1166231156,C
1166231300,C
1166330866,C
1105191402,C
1176619307,C
1166333408,C
1177553977,GA
1174669877,FA
1166016334,C
1174673505,C
1172669651,C
1179192848,C
1177741358,GA
1166180371,C
1180109781,GA
1174519738,C
1166804174,C
1166208343,C
1176273559,C
1165055262,C
1175888389,C
1166332392,C
1177415313,B
1174673519,C
1174676598,C
1167233752,C
1166069613,C
1174443299,GA
1166181562,GA
1177339415,C
1179985622,B
1166211105,C
1166229034,C
1176866890,C
1166329827,C
1166333279,C
1174232695,C
1166334439,C
1177519351,B
1166014576,GA
1166014628,B
1178361349,C
1180396049,C
1166016086,GA
1166017279,C
1178923444,GA
1175683666,GA
1161182691,C
1166067147,C
1178882062,C
1174795329,C
1173199821,GA
1177849382,C
1173882967,FA
1179259972,B
1176705942,B
1176958034,C
1180099164,GA
1178781669,B
1168754385,C
1170566905,C
1178752725,B
1170700616,GA
1163140491,C
1177454663,C
1176475974,C
1176404518,B
1177370382,C
1174304065,C
1175298590,B
1178555817,C
1177697890,GA
1178950135,C
1169358992,GA
1179883244,C
1179094331,C
1177313852,GA
1169438853,C
1175956514,C
1176114651,GA
1178843054,GA
1178799352,C
1169858715,GA
1176116481,C
1166017373,C
1140222341,C
1171021618,C
1168800169,C
1180014890,GA
1170177631,C
1174098917,C
1172304622,GA
1168449212,C
1171021767,C
1170177943,C
1172857266,C
1170364161,C
1177348869,C
1166333614,C
1180402555,C
1175205814,GA
1174050402,C
1166014736,C
1176302882,C
1174197753,C
1178269149,C
1166016104,C
1167962594,C
1179186719,C
1166067028,GA
1166067098,C
1178284864,B
1169330645,C
1178800086,C
1166180476,C
1178473616,B
1166181192,C
1166181474,C
1170887830,C
1174115507,C
1179894514,GA
1166207493,GA
1177334019,C
1174769567,C
1166209017,C
1166209810,C
1166210000,C
1174813021,C
1166211240,C
1166211264,C
1174999941,C
1174789957,C
1178168096,C
1170409658,C
1180182768,C
1178453137,C
1151470682,C
1167113852,GA
1178800686,GA
1177800225,C
1166333297,C
1176982697,GA
1174672064,C
1174676614,C
1170390469,C
1174706410,C
1160941644,C
1170390512,C
1174707531,C
1174707699,C
1167318003,C
1174718218,C
1167343779,Start
1167344921,C
1179048294,GA
1179048472,Start
1179048326,C
1179048556,C
1179048660,GA
1179048726,C
1179130211,C
1179048789,GA
1179049008,GA
1179049086,GA
1132573080,C
1166384789,Start
1166692013,C
1166695098,Start
1174674390,Start
1176701461,C
1170754690,C
1175518412,C
1170700676,Start
1172054769,C
1132679963,C
1167135166,Start
1167155868,C
1167155852,C
1173017837,Start
1167296391,Start
1167296776,C
1167334146,C
1167335729,Start
1167335701,Start
1167346007,Start
1162041289,C
1177340573,GA
1168312810,C
1157226899,C
1167666860,C
1170700683,GA
1167668283,C
1169334296,Start
1167741746,Start
1167837276,Start
1178333597,C
1167838226,Start
1177643655,GA
1138258682,C
1174705967,Start
1174714808,B
1167334430,C
1167455011,C
1167667441,Start
1167839009,Start
1167842597,Start
1174668734,C
1177702682,C
1166693768,C
1166693766,Start
1174673543,Start
1166848395,Start
1174678899,Start
1169895196,C
1166993545,C
1166994142,C
1167016259,Start
1167135417,Start
1174710987,Start
1167288754,Start
1172815926,C
1167333845,C
1167344244,Start
1167677401,Start
1167684099,C
1167836152,Start
1166383232,Start
1174668041,Start
1157621303,C
1174668361,Start
1166696782,Start
1166850014,Start
1174713886,Start
1174716714,Start
1167345156,C
1133249387,GA
1167672485,Start
1169967493,C
1167677201,Start
1167677834,Start
1167686249,Start
1167686242,Start
1167739060,Start
1167841599,Start
1177232001,C
1171230488,C
1174107714,B
1170413935,C
1179800462,GA
1178986197,C
1177239354,Start
1174668305,C
1174668706,Start
1166534119,C
1166691020,Start
1166692397,Start
1167017973,Start
1149852084,C
1132884885,Start
1167155434,Start
1167178023,Start
1170582202,Start
1174715796,Start
1174064773,C
1167663197,C
1167453912,Start
1167499901,Start
1133260020,Start
1167682442,Start
1167843895,Start
1167843866,Start
1167348921,Start
1149834379,C
1175973159,B
1166536115,GA
1177114091,C
1167017264,C
1167017684,C
1174703566,C
1174704066,C
1154920681,Start
1167288712,Start
1174717874,C
1167392269,C
1157336820,C
1167495815,C
1133254824,Start
1146874088,C
1166385281,C
1166608444,C
1166608439,C
1166609642,C
1174669843,C
1174674480,Start
1166821030,Start
1166993085,C
1167330452,C
1167020916,Start
1167155057,Start
1167155262,C
1174710066,GA
1174711018,Start
1167293951,C
1167292655,C
1167496833,Start
1173038898,GA
1167838962,Start
1166532336,Start
1166533996,C
1166533992,Start
1158566694,GA
1175564251,GA
1166608930,GA
1177725757,C
1166609047,C
1116697370,C
1157942470,C
1166635864,Start
1166695397,C
1132492685,C
1132492680,Start
1166991722,C
1167019032,C
1167019030,C
1167126275,GA
1167129849,Start
1132790333,Start
1132793217,Start
1167342602,Start
1168720736,C
1167395114,C
1142874269,C
1167496442,C
1167642270,Start
1167671759,Start
1167674017,GA
1174179400,C
1156874482,Start
1167677914,C
1167682598,GA
1167682594,Start
1165906786,C
1133851626,Start
1167838851,Start
1169548350,C
1174668889,Start
1174669545,GA
1162259721,C
1174671258,Start
1174671908,Start
1174672086,Start
1177231159,C
1166756168,Start
1174704113,C
1174704311,Start
1167290428,Start
1174716814,Start
1167409962,Start
1167455818,Start
1167501916,C
1167501887,Start
1174055132,C
1167671302,Start
1167739980,Start
1166384369,Start
1166486388,Start
1175312241,C
1116693490,C
1170573083,Start
1174671795,Start
1166696131,C
1174673893,GA
1174674866,Start
1174678924,Start
1132566344,C
1167017784,Start
1167155035,C
1167154996,C
1174713202,Start
1167316211,Start
1174716107,Start
1159877625,C
1167335536,Start
1167409339,Start
1134095408,Start
1167671001,Start
1133774522,C
1167681508,Start
1167681506,Start
1170596787,C
1169884825,C
1138393902,C
1166992661,C
1167156297,Start
1167179507,Start
1167292252,Start
1167334696,C
1167334695,Start
1167336033,Start
1167344253,GA
1167396306,C
1167426521,Start
1167459251,Start
1167497868,Start
1167498842,C
1167672178,Start
1167742199,C
1167744327,GA
1167838517,Start
1166534838,C
1151744289,C
1172443978,GA
1174670777,C
1176611707,C
1167981907,GA
1166694544,C
1165553360,GA
1165900127,GA
1166996809,C
1166996889,C
1167134736,C
1174709516,C
1174716163,C
1167341699,C
1167412084,C
1174844047,C
1167674333,C
1167676848,C
1167842606,C
1174667519,C
1166535883,Start
1166608227,C
1166638674,Start
1162040499,C
1174679710,C
1174698478,Start
1174705439,Start
1174707846,C
1167177657,Start
1174711690,Start
1167324484,C
1174717754,Start
1167393291,C
1176538650,Start
1167412338,Start
1167738763,C
1167776938,Start
1167837579,Start
1175262926,Start
1169137784,GA
1174668961,C
1174671479,C
1179879261,Start
1174676679,C
1166849798,C
1174677687,Start
1161152443,GA
1174709581,Start
1174711575,Start
1176616635,C
1167502060,B
1167642434,C
1179948439,C
1133264374,Start
1180033067,C
1177123327,Start
1167685645,C
1180027102,GA
1174668135,C
1167014193,C
1174698905,C
1167017920,C
1167018416,C
1167019398,C
1167126819,C
1174706136,Start
1167130551,C
1175527424,C
1174707478,C
1167134741,C
1167317761,C
1167504146,C
1167671012,C
1167679330,C
1174217490,C
1167843236,C
1124906006,C
1176266129,B
1174669404,Start
1166610443,Start
1174676725,Start
1167462140,C
1132507834,C
1174678429,Start
1166855451,C
1174678564,Start
1166994944,C
1174681156,Start
1167017056,C
1174706002,C
1174713147,Start
1167334429,C
1167425924,Start
1167455821,Start
1167506346,Start
1142647722,C
1167743284,Start
1167840552,C
1167840546,Start
1174669067,C
1174698961,C
1179374916,GA
1174705667,GA
1174714985,C
1174715785,C
1167674387,C
1174668672,Start
1174668783,C
1174668980,Start
1174670863,Start
1174675098,Start
1174680782,Start
1162040412,C
1174681133,Start
1174681543,C
1174698389,Start
1167019316,C
1174703520,C
1176710347,C
1167334437,Start
1174716760,Start
1167393840,Start
1167839051,Start
1174670981,C
1116697152,C
1174682225,C
1179094344,C
1168789341,C
1153671918,C
1167411974,C
1167666457,C
1167837333,Start
1167839438,Start
1166607052,C
1166607012,Start
1166608254,Start
1166691096,Start
1179809300,C
1172275451,Start
1141957344,C
1166851643,C
1132565132,Start
1176874237,GA
1132565112,Start
1132680521,Start
1174711076,Start
1167393296,Start
1142678440,C
1176982981,Start
1142682968,C
1133259536,Start
1167679676,Start
1167679668,Start
1177392951,C
1133849530,Start
1167835883,C
1158852641,Start
1166384204,C
1166535138,C
1174669990,Start
1174672639,Start
1174672970,Start
1166820647,C
1174703274,Start
1178950113,C
1173360879,Start
1173361867,C
1174715926,Start
1174717164,C
1167458952,C
1175571701,GA
1173362147,Start
1173362200,C
1167504870,Start
1167676494,C
1167837935,Start
1173360392,Start
1178182579,Start
1178182431,C
1136396980,GA
1132492194,GA
1124906851,GA
1178182515,GA
1178089105,C
1132568505,C
1177548789,B
1167016318,C
1169687699,C
1167018876,C
1132676044,GA
1167125629,C
1134930438,GA
1140188774,GA
1156803889,C
1131757860,C
1148388431,C
1136917191,GA
1167455352,GA
1169706772,C
1165459463,GA
1167682127,GA
1179081631,C
1174669197,Start
1174669442,C
1166610354,B
1174670518,C
1174671560,C
1166639440,C
1166697055,Start
1179700628,C
1174704344,Start
1174706237,C
1174706290,Start
1178720677,C
1167134672,C
1167666410,Start
1167669570,C
1167671178,C
1133779352,C
1167339509,C
1174669517,C
1174681113,Start
1167338926,C
1174710273,Start
1167334856,Start
1167341039,B
1172388943,Start
1167837212,C
1170590999,C
1170189793,C
1138001086,C
1167014852,C
1174682513,C
1160039868,C
1174705449,C
1170591921,C
1177362547,C
1170591707,C
1174716923,C
1170591370,C
1170591539,C
1167740129,C
1170591085,C
1153585240,C
1174667994,Start
1178917950,Start
1174669535,Start
1166633035,C
1174679348,Start
1174680675,Start
1167018655,Start
1174706609,Start
1149249915,C
1174711951,Start
1167395457,Start
1167396268,Start
1167411184,Start
1167411233,C
1167459760,Start
1167496009,Start
1167670013,Start
1133775523,GA
1167679538,Start
1167836634,Start
1175063950,Start
1166383297,C
1166384918,C
1174667385,C
1174667750,C
1172334717,C
1166689471,C
1174672247,C
1167014330,Start
1178746820,C
1167153650,C
1171839007,GA
1147566778,C
1136362395,C
1174714191,C
1167346209,C
1167347481,C
1167410410,C
1167496595,C
1172080582,C
1133256271,C
1167503574,Start
1167668957,C
1172319124,C
1167776839,C
1171806956,C
1167843678,C
1172412328,C
1177197196,C
1176296701,B
1178743955,C
1166758612,Start
1174678318,Start
1174680367,C
1173131769,Start
1174706876,Start
1174711971,Start
1167293787,C
1167295585,GA
1167454771,C
1177193542,Start
1167501897,Start
1167668828,C
1167674844,C
1167677301,GA
1174690020,GA
1139728307,C
1174669662,Start
1174670075,Start
1174671297,C
1139728736,C
1166692050,Start
1174673144,Start
1174674488,Start
1174678467,Start
1166993800,C
1166998026,C
1174704919,Start
1174705458,Start
1177674327,C
1167176146,C
1174709771,C
1167290407,C
1167293978,Start
1174713911,Start
1174717169,Start
1167425996,Start
1167455904,Start
1167457413,Start
1167495446,C
1175161100,Start
1173240140,C
1167498520,Start
1167498575,C
1167642334,Start
1167667457,Start
1167669509,C
1167669505,C
1167671029,Start
1167671184,C
1167672014,Start
1167739353,C
1167743018,Start
1167843195,Start
1166384168,GA
1166486951,Start
1174671668,C
1166849126,C
1177398947,C
1174710033,Start
1166757483,C
1167316220,Start
1176704450,C
1174713489,Start
1174714371,Start
1165347032,C
1155858205,C
1167426450,Start
1167678120,C
1167678117,C
1167743215,C
1172409773,C
1167840751,Start
1167841180,Start
1142708657,C
1167842239,C
1179903919,C
1166608663,Start
1166631262,Start
1174672308,Start
1166696424,Start
1166849034,Start
1166991577,Start
1177686645,C
1167177713,Start
1174711219,Start
1174049671,C
1167324236,Start
1167324215,Start
1167393208,C
1167411043,Start
1167424510,Start
1167453855,Start
1167454415,Start
1167455332,C
1167494953,Start
1172665358,C
1167499026,Start
1167641047,Start
1146077148,C
1167669500,C
1166384158,Start
1136040179,C
