title,lastrevid
"Mahwah, New Jersey",1178961347
"Rockaway Township, New Jersey",1179891637
"Carteret, New Jersey",1179884847
"Scotch Plains, New Jersey",1179891727
"West Milford, New Jersey",1179574030
"Medford, New Jersey",1178943082
"South Plainfield, New Jersey",1179888518
"Barnegat Township, New Jersey",1179883025
"Plainsboro Township, New Jersey",1179891486
"Burlington Township, New Jersey",1178942549
"Cranford, New Jersey",1178970059
"Montgomery Township, New Jersey",1179890529
"Raritan Township, New Jersey",1179891586
"Glassboro, New Jersey",1176045913
"Morris Township, New Jersey",1179890578
"Roxbury, New Jersey",1179891695
"North Plainfield, New Jersey",1179891014
"Summit, New Jersey",1178971124
"Roselle, New Jersey",1178970881
"Lyndhurst, New Jersey",1179890183
"Hillside, New Jersey",1178970427
"Montville, New Jersey",1179890560
"Vernon Township, New Jersey",1179888172
"West Deptford Township, New Jersey",1179887983
"Secaucus, New Jersey",1179882291
"Lower Township, New Jersey",1179890180
"Millburn, New Jersey",1177209477
"Lindenwold, New Jersey",1179890104
"Elmwood Park, New Jersey",1179886833
"Moorestown, New Jersey",1179890571
"Little Egg Harbor Township, New Jersey",1179890118
"Pleasantville, New Jersey",1179891492
"Jefferson Township, New Jersey",1179889943
"Middle Township, New Jersey",1179890402
"Palisades Park, New Jersey",1179891315
"Morristown, New Jersey",1178953482
"Hazlet, New Jersey",1179889690
"Maple Shade Township, New Jersey",1178943055
"Hawthorne, New Jersey",1179889680
"Sparta, New Jersey",1178964498
"Harrison, New Jersey",1177987546
"Aberdeen Township, New Jersey",1179882754
"Tinton Falls, New Jersey",1179725779
"Point Pleasant, New Jersey",1178955661
"Rutherford, New Jersey",1173223720
"South Orange, New Jersey",1179882260
"Dover, New Jersey",1179886720
"Washington Township, Morris County, New Jersey",1179888027
"Delran Township, New Jersey",1178942670
"Dumont, New Jersey",1169221516
"Hopewell Township, Mercer County, New Jersey",1179889796
"Holmdel Township, New Jersey",1179882388
"Weehawken, New Jersey",1177987866
"Springfield Township, Union County, New Jersey",1179888422
"Denville Township, New Jersey",1178950919
"Cinnaminson Township, New Jersey",1179885302
"Madison, New Jersey",1179890201
"New Milford, New Jersey",1179890933
"Wyckoff, New Jersey",1180155822
"North Arlington, New Jersey",1179890952
"Franklin Township, Gloucester County, New Jersey",1179887190
"Readington Township, New Jersey",1179891601
"South River, New Jersey",1178946148
"Warren Township, New Jersey",1179888039
"Pequannock Township, New Jersey",1179891426
"Clark, New Jersey",1178969953
"Robbinsville Township, New Jersey",1180026240
"Tenafly, New Jersey",1179882512
"Haddon Township, New Jersey",1179889492
"Phillipsburg, New Jersey",1179891437
"Mantua Township, New Jersey",1179890268
"Asbury Park, New Jersey",1179672947
"Highland Park, New Jersey",1179889721
"Metuchen, New Jersey",1179890394
"Fairview, New Jersey",1179887018
"Branchburg, New Jersey",1179884643
"Ramsey, New Jersey",1180309563
"Hammonton, New Jersey",1179889526
"Hanover Township, New Jersey",1179889558
"Middlesex, New Jersey",1179890413
"Verona, New Jersey",1179888166
"Hopatcong, New Jersey",1179889762
"Edgewater, New Jersey",1179882625
"Saddle Brook, New Jersey",1179891705
"Collingswood, New Jersey",1179886496
"Roselle Park, New Jersey",1178970951
"New Providence, New Jersey",1179890942
"Harrison Township, New Jersey",1179889600
"Eatontown, New Jersey",1179886788
"Clinton Township, New Jersey",1179885570
"Woodland Park, New Jersey",1179887746
"Little Falls, New Jersey",1179890123
"Berkeley Heights, New Jersey",1179883827
"Ridgefield Park, New Jersey",1179891605
"Cedar Grove, New Jersey",1179884857
"Red Bank, New Jersey",1179128492
"Florence Township, New Jersey",1178942915
"Lumberton, New Jersey",1180367175
"Oakland, New Jersey",1179891044
"Pennsville Township, New Jersey",1179714657
"Florham Park, New Jersey",1179887087
"Woolwich Township, New Jersey",1179887713
"Haddonfield, New Jersey",1179885010
"Upper Township, New Jersey",1179888180
"Freehold Borough, New Jersey",1179882518
"Somerville, New Jersey",1179888589
"Glen Rock, New Jersey",1179888854
"Hasbrouck Heights, New Jersey",1179889618
"River Edge, New Jersey",1179891621
"Guttenberg, New Jersey",1179891781
"Bound Brook, New Jersey",1178961201
"Wallington, New Jersey",1179888118
"Bordentown Township, New Jersey",1178942482
"Ringwood, New Jersey",1179891615
"Bellmawr, New Jersey",1179883778
"East Greenwich Township, New Jersey",1179886773
"Ridgefield, New Jersey",1179891611
"Gloucester City, New Jersey",1179888870
"Wanaque, New Jersey",1179888105
"Westwood, New Jersey",1179887960
"Ocean City, New Jersey",1179239332
"Pompton Lakes, New Jersey",1179891534
"East Hanover Township, New Jersey",1178950979
"Franklin Lakes, New Jersey",1179887157
"Totowa, New Jersey",1179888254
"West Caldwell, New Jersey",1179888000
"Little Ferry, New Jersey",1179890127
"Chatham Township, New Jersey",1179884928
"Manville, New Jersey",1179890280
"Lincoln Park, New Jersey",1178951121
"Beachwood, New Jersey",1179883675
"Wantage Township, New Jersey",1179888046
"Pine Hill, New Jersey",1179891448
"Somers Point, New Jersey",1179888663
"Waterford Township, New Jersey",1179888009
"Millstone Township, New Jersey",1179890446
"Southampton Township, New Jersey",1178943923
"Hackettstown, New Jersey",1178124915
"Hillsdale, New Jersey",1166821592
"Wood-Ridge, New Jersey",1179887770
"Maywood, New Jersey",1179890363
"Waldwick, New Jersey",1176594910
"East Rutherford, New Jersey",1177315419
"Mount Holly, New Jersey",1180367220
"Kinnelon, New Jersey",1179889969
"Woodbury, New Jersey",1170355605
"Colts Neck Township, New Jersey",1179886513
"River Vale, New Jersey",1173124420
"Keansburg, New Jersey",1178947987
"Burlington, New Jersey",1179884714
"Matawan, New Jersey",1179890342
"Chesterfield Township, New Jersey",1179885296
"South Amboy, New Jersey",1179888547
"Leonia, New Jersey",1179890095
"Washington Township, Bergen County, New Jersey",1180414499
"Chatham Borough, New Jersey",1179884892
"Ventnor City, New Jersey",1178926488
"Cresskill, New Jersey",1179886577
"Absecon, New Jersey",1178925366
"Westampton, New Jersey",1178944072
"Haledon, New Jersey",1179889509
"Caldwell, New Jersey",1179884788
"Edgewater Park, New Jersey",1178942801
"North Haledon, New Jersey",1179891011
"Mansfield Township, Burlington County, New Jersey",1178943018
"Park Ridge, New Jersey",1179891337
"Ocean Township, Ocean County, New Jersey",1179891094
"Boonton, New Jersey",1179884572
"Clayton, New Jersey",1179885352
"Pitman, New Jersey",1179891458
"Bogota, New Jersey",1179884491
"Pittsgrove Township, New Jersey",1179891466
"Lopatcong Township, New Jersey",1179890178
"Audubon, New Jersey",1179882948
"Carneys Point Township, New Jersey",1179884837
"Long Hill Township, New Jersey",1179890173
"Closter, New Jersey",1179886435
"West Long Branch, New Jersey",1179882571
"Montvale, New Jersey",1179890536
"Northfield, New Jersey",1178926317
"Kenilworth, New Jersey",1179889949
"Newton, New Jersey",1179890948
"Upper Saddle River, New Jersey",1179888184
"Runnemede, New Jersey",1179891703
"Bedminster, New Jersey",1180108673
"Oradell, New Jersey",1179891291
"Spotswood, New Jersey",1179888472
"Hardyston Township, New Jersey",1179889580
"Plumsted Township, New Jersey",1179891511
"Butler, New Jersey",1179884725
"Byram Township, New Jersey",1179884735
"Riverside Township, New Jersey",1178943821
"North Hanover Township, New Jersey",1178943703
"Bernardsville, New Jersey",1179884392
"Fairfield Township, Essex County, New Jersey",1179887009
"Raritan, New Jersey",1179891592
"Glen Ridge, New Jersey",1179888839
"Mansfield Township, Warren County, New Jersey",1179890260
"Bloomingdale, New Jersey",1179884473
"Fanwood, New Jersey",1179887025
"Brigantine, New Jersey",1178925543
"Chester Township, New Jersey",1179885284
"Upper Deerfield Township, New Jersey",1179888205
"Dunellen, New Jersey",1179886732
"Haddon Heights, New Jersey",1179889489
"Berlin, New Jersey",1179883865
"Palmyra, New Jersey",1178943730
"Rumson, New Jersey",1179891698
"Washington, New Jersey",1179888021
"Emerson, New Jersey",1173973385
"Green Brook Township, New Jersey",1179888895
"Upper Freehold Township, New Jersey",1179888187
"Wharton, New Jersey",1179887958
"Keyport, New Jersey",1179889958
"Barrington, New Jersey",1179883621
"Milltown, New Jersey",1179890455
"Buena Vista Township, New Jersey",1178925650
"Mountainside, New Jersey",1179890918
"Midland Park, New Jersey",1179890425
"Stratford, New Jersey",1179888347
"Linwood, New Jersey",1178926186
"Allendale, New Jersey",1176174862
"Tabernacle Township, New Jersey",1178944018
"North Caldwell, New Jersey",1179890969
"Rockaway, New Jersey",1179891644
"Union Township, Hunterdon County, New Jersey",1179888212
"Washington Township, Warren County, New Jersey",1169967538
"Shamong Township, New Jersey",1178943895
"Watchung, New Jersey",1179888018
"Carlstadt, New Jersey",1179884819
"Prospect Park, New Jersey",1179891558
"New Hanover Township, New Jersey",1178943681
"Roseland, New Jersey",1179891679
"Dennis Township, New Jersey",1179886671
"Fair Haven, New Jersey",1179886988
"Maurice River Township, New Jersey",1179890355
"Paulsboro, New Jersey",1179891344
"Lebanon Township, New Jersey",1179890054
"Eastampton Township, New Jersey",1178942766
"Morris Plains, New Jersey",1178953390
"Oceanport, New Jersey",1178949562
"Little Silver, New Jersey",1178948131
"Woodcliff Lake, New Jersey",1179887755
"Hainesport Township, New Jersey",1179889502
"Mendham Township, New Jersey",1179890374
"Logan Township, New Jersey",1179890155
"Andover Township, New Jersey",1179882859
"Manasquan, New Jersey",1179890241
"Mount Arlington, New Jersey",1179890609
"Belmar, New Jersey",1180092023
"Hightstown, New Jersey",1179889741
"Old Tappan, New Jersey",1175278260
"Tewksbury Township, New Jersey",1179888280
"Berlin Township, New Jersey",1179883850
"Mullica Township, New Jersey",1178926273
"Rochelle Park, New Jersey",1180251430
"Jamesburg, New Jersey",1179889917
"Union Beach, New Jersey",1179888218
"Blairstown, New Jersey",1179884458
"Norwood, New Jersey",1179891027
"Somerdale, New Jersey",1179888673
"Fairfield Township, Cumberland County, New Jersey",1179886999
"Greenwich Township, Warren County, New Jersey",1179888925
"Independence Township, New Jersey",1179889831
"Englewood Cliffs, New Jersey",1179882211
"Clementon, New Jersey",1176043699
"Allamuchy Township, New Jersey",1176414499
"Margate City, New Jersey",1179890306
"Frankford Township, New Jersey",1179887134
"Salem, New Jersey",1179891723
"Holland Township, New Jersey",1179889756
"Wildwood, New Jersey",1179887879
"Brielle, New Jersey",1179884683
"Demarest, New Jersey",1179886658
"Mendham Borough, New Jersey",1179890371
"Greenwich Township, Gloucester County, New Jersey",1179888913
"Franklin, New Jersey",1178962903
"Hampton Township, New Jersey",1179889542
"Spring Lake Heights, New Jersey",1179888463
"Flemington, New Jersey",1179887070
"South Bound Brook, New Jersey",1178961807
"Penns Grove, New Jersey",1179891389
"Delanco Township, New Jersey",1178942649
"Alexandria Township, New Jersey",1179882768
"Point Pleasant Beach, New Jersey",1179891530
"Northvale, New Jersey",1179891020
"Harrington Park, New Jersey",1179889593
"Commercial Township, New Jersey",1179886520
"Mount Ephraim, New Jersey",1179890615
"Neptune City, New Jersey",1179890922
"Highlands, New Jersey",1179889726
"White Township, New Jersey",1179887941
"Delaware Township, Hunterdon County, New Jersey",1176126815
"Buena, New Jersey",1178925584
"Mountain Lakes, New Jersey",1180258825
"Garwood, New Jersey",1179887447
"Elk Township, New Jersey",1179886806
"Atlantic Highlands, New Jersey",1179882893
"Egg Harbor City, New Jersey",1179886798
"Hopewell Township, Cumberland County, New Jersey",1179889771
"Boonton Township, New Jersey",1179884513
"Magnolia, New Jersey",1179890204
"Bradley Beach, New Jersey",1179884607
"Medford Lakes, New Jersey",1178943118
"Westville, New Jersey",1179887966
"Ho-Ho-Kus, New Jersey",1179889747
"Shrewsbury, New Jersey",1179888765
"Pilesgrove Township, New Jersey",1179891444
"Lambertville, New Jersey",1179890009
"Riverdale, New Jersey",1179891626
"Mine Hill Township, New Jersey",1179890472
"Stillwater Township, New Jersey",1179888390
"Bordentown, New Jersey",1178942446
"Oaklyn, New Jersey",1179891049
"East Amwell Township, New Jersey",1179886761
"Harding Township, New Jersey",1179889571
"Cranbury, New Jersey",1179886565
"Merchantville, New Jersey",1179890376
"Kingwood Township, New Jersey",1176047099
"Montague Township, New Jersey",1180196619
"Bethlehem Township, New Jersey",1179884442
"Woodstown, New Jersey",1179887723
"South Toms River, New Jersey",1178956483
"Green Township, New Jersey",1179888903
"North Wildwood, New Jersey",1179891017
"Tuckerton, New Jersey",1179888229
"High Bridge, New Jersey",1179889709
"Stanhope, New Jersey",1179888403
"Upper Pittsgrove Township, New Jersey",1178960580
"South Harrison Township, New Jersey",1179888528
"Netcong, New Jersey",1179890929
"Saddle River, New Jersey",1179891714
"Haworth, New Jersey",1179889673
"Alloway Township, New Jersey",1179882781
"Franklin Township, Hunterdon County, New Jersey",1179887232
"Hamburg, New Jersey",1179889520
"Springfield Township, Burlington County, New Jersey",1178943986
"Pohatcong Township, New Jersey",1179891521
"Fredon Township, New Jersey",1179887272
"Monmouth Beach, New Jersey",1179890483
"Long Beach Township, New Jersey",1179890165
"Deerfield Township, New Jersey",1179886638
"Moonachie, New Jersey",1179890564
"Wildwood Crest, New Jersey",1179887888
"Woodbury Heights, New Jersey",1179887766
"Lawrence Township, Cumberland County, New Jersey",1179890031
"National Park, New Jersey",1179232788
"West Amwell Township, New Jersey",1176047182
"Franklin Township, Warren County, New Jersey",1179887258
"Lawnside, New Jersey",1179890024
"Woodlynne, New Jersey",1179887739
"Knowlton Township, New Jersey",1179889992
"Pennington, New Jersey",1179891384
"Spring Lake, New Jersey",1179888437
"Clinton, New Jersey",1179885684
"Cape May, New Jersey",1179134856
"Riverton, New Jersey",1178943861
"Swedesboro, New Jersey",1179888327
"South Hackensack, New Jersey",1179888535
"Liberty Township, New Jersey",1178645538
"Lakehurst, New Jersey",1178955060
"Weymouth Township, New Jersey",1178926524
"East Newark, New Jersey",1176046404
"Quinton Township, New Jersey",1179891559
"Peapack and Gladstone, New Jersey",529052581
"Belvidere, New Jersey",1179883814
"Harmony Township, New Jersey",1169968354
"Beverly, New Jersey",1178942384
"Helmetta, New Jersey",1179889695
"Oxford Township, New Jersey",1179891297
"Seaside Heights, New Jersey",1178955812
"Lafayette Township, New Jersey",1178964095
"Englishtown, New Jersey",1178947566
"Alpha, New Jersey",1179882819
"Wenonah, New Jersey",1176046088
"Ogdensburg, New Jersey",1179891139
"Essex Fells, New Jersey",1176045733
"Frelinghuysen Township, New Jersey",1176413802
"Gibbsboro, New Jersey",1179833583
"Pine Beach, New Jersey",1178955596
"Woodbine, New Jersey",1173236258
"Sea Isle City, New Jersey",1173236297
"Sussex, New Jersey",1178964856
"Laurel Springs, New Jersey",1176043810
"Sandyston Township, New Jersey",1178964325
"Avon-by-the-Sea, New Jersey",1179782493
"Ocean Gate, New Jersey",1178955543
"Hopewell, New Jersey",1180330896
"Oldmans Township, New Jersey",1178960384
"Sea Girt, New Jersey",1179908184
"Hope Township, New Jersey",1179889766
"Brooklawn, New Jersey",1179884693
"Folsom, New Jersey",1178925903
"Lavallette, New Jersey",1179890014
"Newfield, New Jersey",1176046015
"Alpine, New Jersey",1179882826
"Allentown, New Jersey",1178947051
"Eagleswood Township, New Jersey",1178954767
"Lower Alloways Creek Township, New Jersey",1178960326
"Lake Como, New Jersey",1178948074
"Glen Gardner, New Jersey",1179564047
"Chester Borough, New Jersey",1179885218
"Estell Manor, New Jersey",1180367370
"Lebanon, New Jersey",1179890077
"Island Heights, New Jersey",1179889865
"Hardwick Township, New Jersey",1179889575
"Victory Gardens, New Jersey",1178953934
"Woodland Township, New Jersey",1178944119
"Chesilhurst, New Jersey",1179884952
"Farmingdale, New Jersey",1179887046
"Mannington Township, New Jersey",1179890254
"Sea Bright, New Jersey",1179891731
"Hampton, New Jersey",1179889556
"Seaside Park, New Jersey",1179891737
"Winfield Township, New Jersey",1179887805
"Downe Township, New Jersey",1176044871
"Pemberton, New Jersey",1178943762
"Frenchtown, New Jersey",1179887291
"Bass River Township, New Jersey",1178942352
"Elmer, New Jersey",1179886811
"Stow Creek Township, New Jersey",1179888360
"Avalon, New Jersey",1179882960
"Surf City, New Jersey",1179888331
"Milford, New Jersey",1179890431
"Port Republic, New Jersey",1178926417
"Ship Bottom, New Jersey",1179888815
"Shrewsbury Township, New Jersey",1179888789
"Beach Haven, New Jersey",1179883662
"West Cape May, New Jersey",1179887991
"Califon, New Jersey",1179884805
"Elsinboro Township, New Jersey",1179886857
"Audubon Park, New Jersey",1179882936
"Bay Head, New Jersey",1179883647
"Hi-Nella, New Jersey",1179889700
"Far Hills, New Jersey",1179887040
"Deal, New Jersey",1179886619
"Longport, New Jersey",1178926222
"Interlaken, New Jersey",1179889849
"Roosevelt, New Jersey",1179891676
"Stone Harbor, New Jersey",1179888371
"Bloomsbury, New Jersey",1179884482
"Branchville, New Jersey",1179884654
"Greenwich Township, Cumberland County, New Jersey",1179888908
"Rocky Hill, New Jersey",1179891665
"Wrightstown, New Jersey",1179887700
"Washington Township, Burlington County, New Jersey",1178944051
"Barnegat Light, New Jersey",1179883000
"Andover, New Jersey",1178962699
"West Wildwood, New Jersey",1179887977
"Fieldsboro, New Jersey",1178942884
"Stockton, New Jersey",1179888379
"Allenhurst, New Jersey",1178947018
"Corbin City, New Jersey",1178925699
"Millstone, New Jersey",1179890451
"Shiloh, New Jersey",1179888825
"Rockleigh, New Jersey",1179891653
"Harvey Cedars, New Jersey",1179889610
"Mantoloking, New Jersey",1179890264
"Cape May Point, New Jersey",1173236470
"Loch Arbour, New Jersey",1179890140
"Teterboro, New Jersey",1179888310
"Tavistock, New Jersey",1179888322
"Walpack Township, New Jersey",1179888110
"Alamogordo, New Mexico",1170406717
"Albuquerque, New Mexico",1180118896
"Angel Fire, New Mexico",1169588307
"Anthony, New Mexico",1165507309
"Artesia, New Mexico",1176222418
"Aztec, New Mexico",1165508193
"Bayard, New Mexico",1165508702
"Belen, New Mexico",1178184464
"Bernalillo, New Mexico",1178665484
"Bloomfield, New Mexico",1165536403
"Bosque Farms, New Mexico",1166631194
"Capitan, New Mexico",1166690499
"Carlsbad, New Mexico",1177685471
"Carrizozo, New Mexico",1168424664
"Causey, New Mexico",1166692579
"Chama, New Mexico",1172703541
"Cimarron, New Mexico",1166695857
"Clayton, New Mexico",1176644888
"Cloudcroft, New Mexico",1170722619
"Clovis, New Mexico",1179681189
"Columbus, New Mexico",1166757153
"Corona, New Mexico",1166759528
"Corrales, New Mexico",1166759548
"Cuba, New Mexico",1166821152
"Deming, New Mexico",1177791804
"Des Moines, New Mexico",1166851048
"Dexter, New Mexico",1166066798
"Dora, New Mexico",1166852538
"Eagle Nest, New Mexico",1166855343
"Edgewood, New Mexico",1178665621
"Elephant Butte, New Mexico",1165648028
"Elida, New Mexico",1166067570
"Encino, New Mexico",1166995516
"Espanola, New Mexico",469389065
"Estancia, New Mexico",1166067823
"Eunice, New Mexico",1165650885
"Farmington, New Mexico",1171599975
"Floyd, New Mexico",1167015856
"Folsom, New Mexico",1167015971
"Fort Sumner, New Mexico",1167016699
"Gallup, New Mexico",1170073802
"Grady, New Mexico",1167126114
"Grants, New Mexico",1165748546
"Grenville, New Mexico",1167128656
"Hagerman, New Mexico",1168876171
"Hatch, New Mexico",1172656600
"Hobbs, New Mexico",1177338756
"Hope, New Mexico",1156066345
"House, New Mexico",1167156176
"Hurley, New Mexico",1166181576
"Jal, New Mexico",1165925899
"Jemez Springs, New Mexico",1167179883
"Kirtland, New Mexico",1164803368
"Lake Arthur, New Mexico",1166205271
"Las Cruces, New Mexico",1177709583
"Las Vegas, New Mexico",1178585278
"Logan, New Mexico",1167321054
"Lordsburg, New Mexico",1165891346
"Los Alamos County, New Mexico",1173708168
"Los Lunas, New Mexico",1178318512
"Los Ranchos de Albuquerque, New Mexico",1167322259
"Loving, New Mexico",1167322866
"Lovington, New Mexico",1165891478
"Magdalena, New Mexico",1167333278
"Maxwell, New Mexico",1167336522
"Melrose, New Mexico",1175708291
"Mesilla, New Mexico",1166207599
"Milan, New Mexico",1167343396
"Moriarty, New Mexico",1174663045
"Mosquero, New Mexico",1167347567
"Mountainair, New Mexico",1171765272
"Pecos, New Mexico",1167458742
"Peralta, New Mexico",1166211170
"Portales, New Mexico",1172968728
"Questa, New Mexico",1170674837
"Raton, New Mexico",1165899220
"Red River, New Mexico",1166229676
"Reserve, New Mexico",1167504866
"Rio Communities, New Mexico",1165899732
"Rio Rancho, New Mexico",1178665576
"Roswell, New Mexico",1177512555
"Roy, New Mexico",1167642182
"Ruidoso, New Mexico",1168418018
"Ruidoso Downs, New Mexico",1165900427
"San Jon, New Mexico",1167667374
"San Ysidro, New Mexico",1167667428
"Santa Clara, New Mexico",1167667955
"Santa Fe, New Mexico",1178588013
"Santa Rosa, New Mexico",1179966241
"Silver City, New Mexico",1171054841
"Socorro, New Mexico",1165902030
"Springer, New Mexico",1166330023
"Sunland Park, New Mexico",1165903459
"Taos, New Mexico",1175305060
"Taos Ski Valley, New Mexico",1175551625
"Tatum, New Mexico",1166331134
"Texico, New Mexico",1165903989
"Tijeras, New Mexico",1167682965
"Truth or Consequences, New Mexico",1179575524
"Tucumcari, New Mexico",1177741665
"Tularosa, New Mexico",1179210634
"Vaughn, New Mexico",1174970576
"Virden, New Mexico",1167744114
"Wagon Mound, New Mexico",1167776381
"Willard, New Mexico",1167842070
"Williamsburg, New Mexico",1167842167
"Adams (village), New York",1171169948
"Addison (village), New York",1177186067
"Afton (village), New York",1166383762
"Airmont, New York",1178076568
"Akron, New York",1178276928
"Albany, New York",1180298949
"Albion (village), New York",1167123632
"Alden (village), New York",1178277582
"Alexander (village), New York",1166384580
"Alexandria Bay, New York",1170475407
"Alfred (village), New York",1176888139
"Allegany (village), New York",1166384795
"Almond (village), New York",1179799570
"Altamont, New York",1171720168
"Ames, New York",1166386108
"Amityville, New York",1173546540
"Amsterdam (city), New York",1173093018
"Andover (village), New York",1166483649
"Angelica (village), New York",1178290293
"Angola, New York",1178424403
"Antwerp (village), New York",1166484249
"Arcade (village), New York",1166484547
"Ardsley, New York",1175948295
"Argyle (village), New York",1177867820
"Arkport, New York",1179821600
"Asharoken, New York",1164427885
"Athens (village), New York",1176566422
"Atlantic Beach, New York",1177899894
"Attica (village), New York",1166486624
"Auburn, New York",1178409581
"Aurora, Cayuga County, New York",1166487062
"Avoca (village), New York",1179664927
"Avon (village), New York",1177301692
"Babylon (village), New York",1174198564
"Bainbridge (village), New York",1177698252
"Baldwinsville, New York",1177941837
"Ballston Spa, New York",1178275946
"Barker, Niagara County, New York",1178423193
"Batavia, New York",1178757792
"Bath (village), New York",1177625427
"Baxter Estates, New York",1177954468
"Bayville, New York",1177303333
"Beacon, New York",1179883030
"Belle Terre, New York",1166606860
"Bellerose, New York",1166606916
"Bellport, New York",1178245956
"Belmont, New York",1166607358
"Bemus Point, New York",1170693689
"Bergen (village), New York",1173289543
"Binghamton, New York",1175257767
"Black River, New York",1177055613
"Blasdell, New York",1178424509
"Bloomfield, New York",1166612310
"Bloomingburg, New York",1166612386
"Bolivar (village), New York",1177693726
"Boonville (village), New York",1166631010
"Brewster, New York",1172182895
"Briarcliff Manor, New York",1178433880
"Brightwaters, New York",1166633759
"Broadalbin (village), New York",1178780549
"Brockport, New York",1166634212
"Brocton, New York",1166634265
"Bronxville, New York",1180014251
"Brookville, New York",1166634721
"Brownville (village), New York",1167112262
"Brushton, New York",1166635646
"Buchanan, New York",1166635882
"Buffalo, New York",1180355922
"Burdett, New York",1166637137
"Burke (village), New York",1166637231
"Caledonia (village), New York",1176650603
"Cambridge (village), New York",1177050482
"Camden (village), New York",1177784046
"Camillus (village), New York",1166689635
"Canajoharie (village), New York",1166689951
"Canandaigua (city), New York",934720351
"Canaseraga, New York",1166690027
"Canastota, New York",1174087156
"Candor (village), New York",1166690069
"Canisteo (village), New York",1156058957
"Canton (village), New York",1166690283
"Cape Vincent (village), New York",1174486986
"Carthage, New York",1166691831
"Cassadaga, New York",1166692260
"Castile (village), New York",1166692344
"Castleton-on-Hudson, New York",1166692415
"Castorland, New York",1166692432
"Cato (village), New York",1166692541
"Catskill (village), New York",1175472175
"Cattaraugus, New York",1166692575
"Cayuga, New York",1165350747
"Cayuga Heights, New York",1174167879
"Cazenovia (village), New York",1166692656
"Cedarhurst, New York",1177614050
"Celoron, New York",1176621106
"Central Square, New York",1176119071
"Centre Island, New York",1167338362
"Champlain (village), New York",1166694145
"Chateaugay (village), New York",1166694661
"Chatham (village), New York",1166694686
"Chaumont, New York",1170701927
"Cherry Valley (village), New York",1179476324
"Chester (village), New York",1166695114
"Chestnut Ridge, New York",1177424104
"Chittenango, New York",1166695575
"Churchville, New York",1176941455
"Clayton (village), New York",1166696758
"Clayville, New York",1166696861
"Cleveland, New York",1179347422
"Clifton Springs, New York",1166754534
"Clinton, Oneida County, New York",1180133829
"Clyde, New York",1156060388
"Cobleskill (village), New York",1156060433
"Cohocton (village), New York",1166755983
"Cohoes, New York",1171717755
"Cold Brook, New York",1166756112
"Cold Spring, New York",1177531109
"Colonie (village), New York",1179561158
"Constableville, New York",1166757994
"Cooperstown, New York",1179476533
"Copenhagen, New York",1166758552
"Corfu, New York",1168561723
"Corinth (village), New York",1166759118
"Corning (city), New York",1173226860
"Cornwall-on-Hudson, New York",1162389545
"Cortland, New York",1165645254
"Cove Neck, New York",1171288013
"Coxsackie (village), New York",1158772810
"Croghan (village), New York",1166820326
"Croton-on-Hudson, New York",1166820723
"Cuba (village), New York",1166821104
"Dannemora (village), New York",1174003125
"Dansville, Livingston County, New York",1166849125
"Deferiet, New York",1166850267
"Delanson, New York",1171868563
"Delevan, New York",1166850453
"Delhi (village), New York",1166850458
"Depew, New York",1178278932
"Deposit (village), New York",1166850957
"Dering Harbor, New York",1174629035
"DeRuyter (village), New York",1166849779
"Dexter, New York",1166851287
"Dobbs Ferry, New York",1179404811
"Dolgeville, New York",1178324633
"Dresden, Yates County, New York",1166854152
"Dryden (village), New York",1166854322
"Dundee, New York",1166854772
"Dunkirk, New York",1178019511
"Earlville, New York",1166855563
"East Aurora, New York",1178424464
"East Hampton (village), New York",1156062175
"East Hills, New York",1171119359
"East Nassau, New York",1166991016
"East Rochester, New York",1178959614
"East Rockaway, New York",1170696205
"East Syracuse, New York",1179523117
"East Williston, New York",1166991446
"Elba (village), New York",1166993025
"Elbridge (village), New York",1166993114
"Ellenville, New York",1166993864
"Ellicottville (village), New York",1166993883
"Ellisburg (village), New York",1166994020
"Elmira, New York",1177299920
"Elmira Heights, New York",1166994633
"Elmsford, New York",1169124507
"Endicott, New York",1179940142
"Esperance (village), New York",1166996349
"Evans Mills, New York",1166996826
"Fabius (village), New York",1166997619
"Fair Haven, New York",1166997708
"Fairport, New York",1175068137
"Falconer, New York",1166998512
"Farmingdale, New York",1171311657
"Farnham, New York",1178424576
"Fayetteville, New York",1176290756
"Fishkill, New York",1167015136
"Fleischmanns, New York",1167015476
"Floral Park, New York",1178080118
"Florida, Orange County, New York",1177920438
"Flower Hill, New York",1177467564
"Fonda, New York",1168620270
"Fort Ann (village), New York",1167016518
"Fort Edward (village), New York",1167016550
"Fort Johnson, New York",1167016588
"Fort Plain, New York",1167016658
"Frankfort (village), New York",1167017283
"Franklin (village), New York",1177701850
"Franklinville (village), New York",1167017646
"Fredonia, New York",1167805018
"Freeport, New York",1171287304
"Freeville, New York",1167018003
"Fulton, Oswego County, New York",1167406902
"Fultonville, New York",1168079352
"Gainesville (village), New York",1167018898
"Galway (village), New York",1178274549
"Garden City, New York",1177311237
"Geneseo, New York",1169429219
"Geneva, New York",1178669041
"Gilbertsville, New York",1163113896
"Glen Cove, New York",1177895859
"Glens Falls, New York",1179022399
"Glen Park, New York",1167021291
"Gloversville, New York",1179896067
"Goshen (village), New York",1168614412
"Gouverneur (village), New York",1167126034
"Gowanda, New York",1178424583
"Grand View-on-Hudson, New York",1167126466
"Granville (village), New York",1167127155
